,Unnamed: 0,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location,Unnamed: 0.1
747,284,8 6 5 8 - 1 2 - T A M A N   B I D A R A   1,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-12,",SIAP DENGAN: CCC PENUH,8658-12/1868/2012(10),06 Oct 2011,05 Oct 2012,"RM 189,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,1.0,1.0,"250,000.00","250,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-12,"(308, '8658-12')",284.0
748,285,8 6 5 8 - 1 2 - T A M A N   B I D A R A   1,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-12,",SIAP DENGAN: CCC PENUH,8658-12/1868/2012(10),06 Oct 2011,05 Oct 2012,"RM 189,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,28.0,28.0,"189,000.00","217,500.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-12,"(308, '8658-12')",285.0
749,286,8 6 5 8 - 1 3 - T A M A N   S U R A   H U J U N G,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-13,",SIAP DENGAN: CFO PENUH,8658-13/1791/2011(09),14 Sep 2010,13 Sep 2011,"RM 197,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,10.0,10.0,"197,000.00","227,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-13,"(309, '8658-13')",286.0
750,287,8 6 5 8 - 1 4 - T A M A N   B U K I T   K U A N G   S E N T O S A,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-14,",SIAP DENGAN: CCC PENUH,8658-14/580/2012(03),24 Mar 2011,23 Mar 2012,"RM 240,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,14.0,0.0,"240,000.00","261,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-14,"(310, '8658-14')",287.0
751,288,8 6 5 8 - 1 4 - T A M A N   B U K I T   K U A N G   S E N T O S A,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-14,",SIAP DENGAN: CCC PENUH,8658-14/580/2012(03),24 Mar 2011,23 Mar 2012,"RM 240,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,5.0,0.0,"330,000.00","342,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-14,"(310, '8658-14')",288.0
752,289,8 6 5 8 - 1 5 - T A M A N   S R I   B I N J A I,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-15,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 290,000.00",104.10mps,RUMAH SESEBUAH,1.0,0,0,104,8.0,0.0,"290,000.00","320,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-15,"(311, '8658-15')",289.0
753,290,8 6 5 8 - 1 6 - T A M A N   I M P I A N   2,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-16,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 252,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,8.0,0.0,"252,000.00","275,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-16,"(312, '8658-16')",290.0
754,291,8 6 5 8 - 1 7 - T A M A N   I D A M A N   B A Y U,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-17,",SIAP DENGAN: CCC PENUH,8658-17/04-2015/01459(P),19 Apr 2014,18 Apr 2015,"RM 245,000.00",88.24mps - 150.00mps,RUMAH SESEBUAH,1.0,0,0,150,2.0,0.0,"350,000.00","350,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-17,"(313, '8658-17')",291.0
755,292,8 6 5 8 - 1 7 - T A M A N   I D A M A N   B A Y U,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-17,",SIAP DENGAN: CCC PENUH,8658-17/04-2015/01459(P),19 Apr 2014,18 Apr 2015,"RM 245,000.00",88.24mps - 150.00mps,RUMAH BERKEMBAR,1.0,0,0,88,10.0,0.0,"245,000.00","270,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-17,"(313, '8658-17')",292.0
756,293,8 6 5 8 - 1 8 - T A M A N   R A J A W A L I   S E N T O S A,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-18,",SIAP DENGAN: CCC PENUH,8658-18/10-2015/0712(P),12 Oct 2013,11 Oct 2015,"RM 340,000.00",114.00mps,RUMAH SESEBUAH,1.0,0,0,114,10.0,0.0,"340,000.00","350,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-18,"(314, '8658-18')",293.0
757,294,8 6 5 8 - 1 9 - D A S A R   K E M A S   ( M )   S D N .   B H D .,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-19,",SIAP DENGAN: CCC PENUH,8658-19/12-2016/01278(P),17 Dec 2014,16 Dec 2016,"RM 265,000.00",88.00mps,RUMAH BERKEMBAR,1.0,0,0,88,16.0,1.0,"265,000.00","300,000.00",100.0,"[""4.797110, 103.398094""]",,https://teduh.kpkt.gov.my/project-swasta/8658-19,"(315, '8658-19')",294.0
758,295,8 6 5 8 - 2 0 - T A M A N   S E R I   G E M I A,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-20,",SIAP DENGAN: CCC PENUH,8658-20/06-2017/0572(P),23 Jun 2015,22 Jun 2017,"RM 225,000.00",81.70mps,RUMAH TERES,1.0,0,0,82,8.0,0.0,"225,000.00","233,000.00",100.0,"[""4.629651, 103.437708""]",,https://teduh.kpkt.gov.my/project-swasta/8658-20,"(316, '8658-20')",295.0
759,296,8 6 5 8 - 2 1 - T A M A N   S U R A   J A Y A   P E R M A I,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-21,",SIAP DENGAN: CCC PENUH,8658-21/05-2018/0357(P),20 May 2016,19 May 2018,"RM 330,000.00",0.00mps - 104.50mps,RUMAH SESEBUAH,1.0,0,0,0,1.0,0.0,"380,000.00","380,000.00",100.0,"[""4.714266, 103.432759""]",,https://teduh.kpkt.gov.my/project-swasta/8658-21,"(317, '8658-21')",296.0
760,297,8 6 5 8 - 2 1 - T A M A N   S U R A   J A Y A   P E R M A I,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-21,",SIAP DENGAN: CCC PENUH,8658-21/05-2018/0357(P),20 May 2016,19 May 2018,"RM 330,000.00",0.00mps - 104.50mps,RUMAH BERKEMBAR,1.0,0,0,105,26.0,0.0,"330,000.00","350,000.00",100.0,"[""4.714266, 103.432759""]",,https://teduh.kpkt.gov.my/project-swasta/8658-21,"(317, '8658-21')",297.0
761,298,8 6 5 8 - 2 2 - T A M A N   K E R T I H   D A H L I A   1,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-22,",SIAP DENGAN: CCC PENUH,8658-22/07-2019/0477(P),11 Jul 2017,10 Jul 2019,"RM 220,000.00",89.63mps,RUMAH TERES,1.0,0,0,90,30.0,0.0,"220,000.00","267,500.00",100.0,"[""4.516742, 103.443719""]",,https://teduh.kpkt.gov.my/project-swasta/8658-22,"(318, '8658-22')",298.0
762,299,8 6 5 8 - 2 3 - T A M A N   B E R S E K U T U   2,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-23,",SIAP DENGAN: CCC PENUH,8658-23/11-2020/01040(P),29 Nov 2018,28 Nov 2020,"RM 315,000.00",87.60mps,RUMAH BERKEMBAR,1.0,0,0,88,20.0,-3.0,"315,000.00","351,000.00",100.0,"[""4.715595, 103.423211""]",,https://teduh.kpkt.gov.my/project-swasta/8658-23,"(319, '8658-23')",299.0
763,300,8 6 5 8 - 2 4 - T A M A N   B E R S E K U T U,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-24,",SIAP DENGAN: CCC PENUH,8658-24/10-2021/0993(P),26 Oct 2019,25 Oct 2021,"RM 315,000.00",87.60mps,RUMAH BERKEMBAR,1.0,0,0,88,8.0,1.0,"315,000.00","338,000.00",100.0,"[""4.715595, 103.423211""]",,https://teduh.kpkt.gov.my/project-swasta/8658-24,"(320, '8658-24')",300.0
764,301,8 6 5 8 - 2 5 - T A M A N   B E R K A T,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-25,",SIAP DENGAN: CCC PENUH,8658-25/08-2022/0519(P),14 Aug 2020,13 Aug 2022,"RM 300,000.00",104.50mps - 182.45mps,RUMAH SESEBUAH,1.0,0,0,182,1.0,0.0,"400,000.00","400,000.00",100.0,"[""4.676011, 103.400164""]",,https://teduh.kpkt.gov.my/project-swasta/8658-25,"(321, '8658-25')",301.0
765,302,8 6 5 8 - 2 5 - T A M A N   B E R K A T,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-25,",SIAP DENGAN: CCC PENUH,8658-25/08-2022/0519(P),14 Aug 2020,13 Aug 2022,"RM 300,000.00",104.50mps - 182.45mps,RUMAH BERKEMBAR,1.0,0,0,105,28.0,4.0,"300,000.00","336,000.00",100.0,"[""4.676011, 103.400164""]",,https://teduh.kpkt.gov.my/project-swasta/8658-25,"(321, '8658-25')",302.0
766,303,8 6 5 8 - 2 7 - T A M A N   B E R S E K U T U   2,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-27,",BERJALAN LANCAR,8658-27/05-2025/0549(N)-(L),16 May 2023,15 May 2025,"RM 355,000.00",100.70mps - 111.90mps,RUMAH BERKEMBAR,1.0,0,0,101 - 112,8.0,0.0,"355,000.00","376,000.00",63.75,"[""4.715689, 103.423386""]",,https://teduh.kpkt.gov.my/project-swasta/8658-27,"(403, '8658-27')",303.0
767,304,8 6 5 8 - 2 8 - P E R U M A H A N   L O T   6 3 8 2 2   T A M A N   B I N J A I   D A L A M,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-28,",BERJALAN LANCAR,8658-28/11-2025/1255(N)-(L),21 Nov 2023,20 Nov 2025,"RM 355,000.00",80.40mps - 126.00mps,RUMAH SESEBUAH,1.0,0,0,126,1.0,0.0,"450,000.00","450,000.00",0.0,"[""4.244831, 103.369988""]",,https://teduh.kpkt.gov.my/project-swasta/8658-28,"(476, '8658-28')",304.0
768,305,8 6 5 8 - 2 8 - P E R U M A H A N   L O T   6 3 8 2 2   T A M A N   B I N J A I   D A L A M,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-28,",BERJALAN LANCAR,8658-28/11-2025/1255(N)-(L),21 Nov 2023,20 Nov 2025,"RM 355,000.00",80.40mps - 126.00mps,RUMAH BERKEMBAR,1.0,0,0,80,28.0,28.0,"355,000.00","395,000.00",30.71,"[""4.244831, 103.369988""]",,https://teduh.kpkt.gov.my/project-swasta/8658-28,"(476, '8658-28')",305.0
769,306,8 6 5 8 - 4 - T A M A N   S U R A   T E N G A H   1,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-4,",SIAP DENGAN: CFO PENUH,8658-4/2592/2006(11),14 Nov 2005,13 Nov 2006,"RM 90,000.00",0.00mps,RUMAH TERES,1.0,0,0,0,42.0,42.0,"90,000.00","113,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-4,"(322, '8658-4')",306.0
770,307,8 6 5 8 - 4 - T A M A N   S U R A   T E N G A H   1,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-4,",SIAP DENGAN: CFO PENUH,8658-4/2592/2006(11),14 Nov 2005,13 Nov 2006,"RM 90,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,1.0,1.0,"180,000.00","180,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-4,"(322, '8658-4')",307.0
771,308,8 6 5 8 - 4 - T A M A N   S U R A   T E N G A H   1,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-4,",SIAP DENGAN: CFO PENUH,8658-4/2592/2006(11),14 Nov 2005,13 Nov 2006,"RM 90,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,6.0,6.0,"120,000.00","131,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-4,"(322, '8658-4')",308.0
772,309,8 6 5 8 - 5 - T A M A N   B E R S A T U   ( T A M A N   M A K   C H I L I   M U R N I   2 ),DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-5,",SIAP DENGAN: CFO PENUH,8658-5/984/2007(05),24 May 2006,23 May 2007,"RM 93,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,2.0,2.0,"185,000.00","195,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-5,"(323, '8658-5')",309.0
773,310,8 6 5 8 - 5 - T A M A N   B E R S A T U   ( T A M A N   M A K   C H I L I   M U R N I   2 ),DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-5,",SIAP DENGAN: CFO PENUH,8658-5/984/2007(05),24 May 2006,23 May 2007,"RM 93,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,8.0,8.0,"140,000.00","170,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-5,"(323, '8658-5')",310.0
774,311,8 6 5 8 - 5 - T A M A N   B E R S A T U   ( T A M A N   M A K   C H I L I   M U R N I   2 ),DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-5,",SIAP DENGAN: CFO PENUH,8658-5/984/2007(05),24 May 2006,23 May 2007,"RM 93,000.00",0.00mps,RUMAH TERES,1.0,0,0,0,18.0,18.0,"93,000.00","140,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-5,"(323, '8658-5')",311.0
775,312,8 6 5 8 - 6 - T A M A N   K E R T I H   I N D A H   4,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-6,",SIAP DENGAN: CFO PENUH,8658-6/2050/2005(10),26 Oct 2004,25 Oct 2005,"RM 98,000.00",0.00mps,RUMAH TERES,1.0,0,0,0,16.0,16.0,"98,000.00","123,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-6,"(324, '8658-6')",312.0
776,313,8 6 5 8 - 7 - T A M A N   S U R A   T E N G A H   1 / 1,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-7,",SIAP DENGAN: CFO PENUH,8658-7/1387/2008(07),04 Jul 2007,03 Jul 2008,"RM 115,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,2.0,2.0,"203,000.00","205,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-7,"(325, '8658-7')",313.0
777,314,8 6 5 8 - 7 - T A M A N   S U R A   T E N G A H   1 / 1,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-7,",SIAP DENGAN: CFO PENUH,8658-7/1387/2008(07),04 Jul 2007,03 Jul 2008,"RM 115,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,6.0,6.0,"160,000.00","173,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-7,"(325, '8658-7')",314.0
778,315,8 6 5 8 - 7 - T A M A N   S U R A   T E N G A H   1 / 1,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-7,",SIAP DENGAN: CFO PENUH,8658-7/1387/2008(07),04 Jul 2007,03 Jul 2008,"RM 115,000.00",0.00mps,RUMAH TERES,1.0,0,0,0,19.0,19.0,"115,000.00","140,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-7,"(325, '8658-7')",315.0
779,316,8 6 5 8 - 8 - T A M A N   K E R T I H   M E W A H,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-8,",SIAP DENGAN: CFO PENUH,8658-8/587/2009(03),28 Mar 2008,27 Mar 2009,"RM 165,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,1.0,1.0,"215,000.00","215,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-8,"(326, '8658-8')",316.0
780,317,8 6 5 8 - 8 - T A M A N   K E R T I H   M E W A H,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-8,",SIAP DENGAN: CFO PENUH,8658-8/587/2009(03),28 Mar 2008,27 Mar 2009,"RM 165,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,20.0,20.0,"165,000.00","190,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-8,"(326, '8658-8')",317.0
781,318,8 6 5 8 - 9 - T A M A N   L I M B O N G   J A Y A   3 / 2,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-9,",SIAP DENGAN: CFO PENUH,8658-9/610/2009(03),01 Apr 2008,31 Mar 2009,"RM 160,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,20.0,20.0,"160,000.00","175,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-9,"(327, '8658-9')",318.0
782,319,8 6 6 5 - 1 2 - L O T   1 2 7 3,ALL CITY HOLDINGS SDN. BHD.,8665,8665/08-2026/0443(R),02 Aug 2021,01 Aug 2026,-,-,-,"8665-12,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 347,768.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,1.0,0.0,"568,888.00","568,888.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8665-12,"(328, '8665-12')",319.0
783,320,8 6 6 5 - 1 2 - L O T   1 2 7 3,ALL CITY HOLDINGS SDN. BHD.,8665,8665/08-2026/0443(R),02 Aug 2021,01 Aug 2026,-,-,-,"8665-12,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 347,768.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,16.0,0.0,"347,768.00","485,128.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8665-12,"(328, '8665-12')",320.0
784,321,8 6 6 5 - 7 - T A M A N   S R I   B I N J A I,ALL CITY HOLDINGS SDN. BHD.,8665,8665/08-2026/0443(R),02 Aug 2021,01 Aug 2026,-,-,-,"8665-7,",SIAP DENGAN: CCC PENUH,8665-7/1017/2012(05),01 Jun 2011,31 May 2012,"RM 158,888.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,4.0,4.0,"199,888.00","261,248.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8665-7,"(329, '8665-7')",321.0
785,322,8 6 6 5 - 7 - T A M A N   S R I   B I N J A I,ALL CITY HOLDINGS SDN. BHD.,8665,8665/08-2026/0443(R),02 Aug 2021,01 Aug 2026,-,-,-,"8665-7,",SIAP DENGAN: CCC PENUH,8665-7/1017/2012(05),01 Jun 2011,31 May 2012,"RM 158,888.00",0.00mps,RUMAH TERES,1.0,0,0,0,26.0,26.0,"158,888.00","203,708.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8665-7,"(329, '8665-7')",322.0
786,323,8 9 4 7 - 1 0 - P R O J E K   P E R U M A H A N   T A M A N   K P   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-10,",SIAP DENGAN: CCC PENUH,8947-10/1546/2012(08),03 Aug 2011,02 Aug 2012,"RM 207,620.00",0.00mps,RUMAH TERES,2.0,0,0,0,52.0,52.0,"207,620.00","247,500.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-10,"(330, '8947-10')",323.0
787,324,8 9 4 7 - 1 0 - P R O J E K   P E R U M A H A N   T A M A N   K P   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-10,",SIAP DENGAN: CCC PENUH,8947-10/1546/2012(08),03 Aug 2011,02 Aug 2012,"RM 207,620.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,14.0,14.0,"496,600.00","588,100.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-10,"(330, '8947-10')",324.0
788,325,8 9 4 7 - 1 0 - P R O J E K   P E R U M A H A N   T A M A N   K P   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-10,",SIAP DENGAN: CCC PENUH,8947-10/1546/2012(08),03 Aug 2011,02 Aug 2012,"RM 207,620.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,38.0,38.0,"323,530.00","380,200.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-10,"(330, '8947-10')",325.0
789,326,8 9 4 7 - 1 0 - P R O J E K   P E R U M A H A N   T A M A N   K P   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-10,",SIAP DENGAN: CCC PENUH,8947-10/1546/2012(08),03 Aug 2011,02 Aug 2012,"RM 207,620.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,2.0,2.0,"280,375.00","290,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-10,"(330, '8947-10')",326.0
790,327,8 9 4 7 - 1 0 - P R O J E K   P E R U M A H A N   T A M A N   K P   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-10,",SIAP DENGAN: CCC PENUH,8947-10/1546/2012(08),03 Aug 2011,02 Aug 2012,"RM 207,620.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,22.0,22.0,"383,120.00","496,800.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-10,"(330, '8947-10')",327.0
791,328,8 9 4 7 - 1 1 - P R O J E K   P E R U M A H A N   T A M A N   B A I D U R I,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-11,",SIAP DENGAN: CFO PENUH,8947-11/299/2012(02),14 Feb 2011,13 Feb 2012,"RM 183,980.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,8.0,8.0,"183,980.00","240,240.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-11,"(331, '8947-11')",328.0
792,329,8 9 4 7 - 1 1 - P R O J E K   P E R U M A H A N   T A M A N   B A I D U R I,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-11,",SIAP DENGAN: CFO PENUH,8947-11/299/2012(02),14 Feb 2011,13 Feb 2012,"RM 183,980.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,18.0,18.0,"268,790.00","269,850.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-11,"(331, '8947-11')",329.0
793,330,8 9 4 7 - 1 2 - P R O J E K   P E R U M A H A N   T A M A N   K P   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-12,",SIAP DENGAN: CCC PENUH,8947-12/1234/2012(06),10 Jun 2011,09 Jun 2012,"RM 252,950.00",0.00mps,RUMAH TERES,2.0,0,0,0,36.0,36.0,"291,300.00","329,900.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-12,"(332, '8947-12')",330.0
