,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
350,6 7 6 7 - 1 6 - T A M A N   P A S I R   P E R M A T A,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-16,",SIAP DENGAN: CFO PENUH,6767-16/827/2008(05),30 May 2007,23 May 2008,"RM 25,000.00",0.00mps,RUMAH PANGSA/KONDO,14,0,0,0,390,390,"25,000.00","42,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6767-16,"(430, '6767-16')"
351,6 7 6 7 - 1 6 - T A M A N   P A S I R   P E R M A T A,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-16,",SIAP DENGAN: CFO PENUH,6767-16/827/2008(05),30 May 2007,23 May 2008,"RM 25,000.00",0.00mps,RUMAH PANGSA/KONDO,19,0,0,0,292,292,"157,980.00","164,995.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6767-16,"(430, '6767-16')"
352,6 7 6 7 - 1 6 - T A M A N   P A S I R   P E R M A T A,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-16,",SIAP DENGAN: CFO PENUH,6767-16/827/2008(05),30 May 2007,23 May 2008,"RM 25,000.00",0.00mps,RUMAH PANGSA/KONDO,12,0,0,0,292,292,"75,000.00","75,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6767-16,"(430, '6767-16')"
353,6 8 2 0 - 6 - M E T R O   P R I M A,MAGNA PARK SDN. BHD.,6820,6820/03-2027/0794(A),27 Mar 2012,26 Mar 2027,0362775555,magnakepong@gmail.com,www.magnaprima.com.my,"6820-6,",SIAP DENGAN: CFO PENUH,6820-6/48/2009(01),09 Jan 2008,08 Jan 2009,"RM 168,000.00",0.00mps,RUMAH PANGSA/KONDO,25,0,0,0,252,252,"168,000.00","470,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/6820-6,"(431, '6820-6')"
354,6 9 1 9 - 2 - R E S I D E N S I   G R I D   K I A   P E N G,ONESENTRAL PARK SDN. BHD,6919,6919-2/08-2017/0695(L),04 Aug 2015,03 Aug 2017,-,-,-,"6919-2,",PERMIT TELAH DIBATALKAN,6919-2/08-2017/0695(P),04 Aug 2015,03 Aug 2017,"RM 1,493,500.00",0.00mps,RUMAH PANGSA/KONDO,36,0,0,0,277,184,"1,493,500.00","2,241,000.00",5.00,"[""3.151900, 101.718100""]",,https://teduh.kpkt.gov.my/project-swasta/6919-2,"(432, '6919-2')"
355,6 9 2 0 - 1 - R U M A H   P A N G S A   K O S   R E N D A H   S E T A P A K   J A Y A   B A R U,PANCARAN NILAI (M) SDN. BHD.,6920,6920/03-2025/0780(R),08 Mar 2022,07 Mar 2025,-,-,-,"6920-1,",BERJALAN LANCAR,6920-1/1331/2004(06),27 Jun 2003,24 Jun 2004,"RM 42,000.00",0.00mps,RUMAH PANGSA/KONDO,20,0,0,0,536,536,"42,000.00","42,000.00",5.00,,,https://teduh.kpkt.gov.my/project-swasta/6920-1,"(433, '6920-1')"
356,6 9 2 0 - 3 - R U M A H   P A N G S A   K O S   R E N D A H   S E T A P A K   J A Y A   B A R U,PANCARAN NILAI (M) SDN. BHD.,6920,6920/03-2025/0780(R),08 Mar 2022,07 Mar 2025,-,-,-,"6920-3,",SIAP DENGAN: CCC PENUH,6920-3/09-2017/02620(P),09 Sep 2016,08 Sep 2017,"RM 42,000.00",655.00mps,RUMAH PANGSA/KONDO,20,0,0,655,168,-134,"42,000.00","42,000.00",100.00,"[""3.198249, 101.729967""]",,https://teduh.kpkt.gov.my/project-swasta/6920-3,"(434, '6920-3')"
357,6 9 2 0 - 4 - R U M A H   P A N G S A   K O S   T I N G G I   S E T A P A K   J A Y A   B A R U,PANCARAN NILAI (M) SDN. BHD.,6920,6920/03-2025/0780(R),08 Mar 2022,07 Mar 2025,-,-,-,"6920-4,",SIAP DENGAN: CCC PENUH,6920-4/08-2017/02217(P),04 Aug 2016,03 Aug 2017,"RM 384,880.00","1,085.00mps",RUMAH PANGSA/KONDO,35,0,0,"1,085",322,-240,"384,880.00","680,240.00",100.00,"[""3.199236, 101.730318""]",,https://teduh.kpkt.gov.my/project-swasta/6920-4,"(435, '6920-4')"
358,6 9 2 0 - 5 - R U M A H   T E R E S   T I G A   T I N G K A T   S E T A P A K   J A Y A   B A R U,PANCARAN NILAI (M) SDN. BHD.,6920,6920/03-2025/0780(R),08 Mar 2022,07 Mar 2025,-,-,-,"6920-5,",-,-,-,-,"RM 1,250,000.00",0.00mps,RUMAH TERES,3,0,0,0,70,70,"1,250,000.00","2,500,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/6920-5,"(436, '6920-5')"
359,6 9 2 0 - 6 - T H E   P A R C   T O W E R,PANCARAN NILAI (M) SDN. BHD.,6920,6920/03-2025/0780(R),08 Mar 2022,07 Mar 2025,-,-,-,"6920-6,",-,-,-,-,"RM 384,880.00",0.00mps,RUMAH PANGSA/KONDO,35,0,0,0,322,322,"384,880.00","680,240.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/6920-6,"(437, '6920-6')"
360,6 9 2 0 - 7 - L E M O N   T R E E   R E S I D E N C E,PANCARAN NILAI (M) SDN. BHD.,6920,6920/03-2025/0780(R),08 Mar 2022,07 Mar 2025,-,-,-,"6920-7,",SIAP DENGAN: CCC PENUH,6920-7/02-2016/0109(P),08 Feb 2014,07 Feb 2016,"RM 1,800,000.00",0.00mps,RUMAH TERES,3,0,0,0,70,70,"1,800,000.00","3,600,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6920-7,"(438, '6920-7')"
361,6 9 2 0 - 8 - R E S I D E N S I   R A M P A I   I I,PANCARAN NILAI (M) SDN. BHD.,6920,6920/03-2025/0780(R),08 Mar 2022,07 Mar 2025,-,-,-,"6920-8,",SIAP DENGAN: CCC PENUH,6920-8/03-2022/01362(P),08 Mar 2021,07 Mar 2022,"RM 299,900.00",74.32mps - 88.26mps,RUMAH PANGSA/KONDO,28,0,0,88,308,278,"528,360.00","617,880.00",100.00,"[""3.193000, 101.727000""]",,https://teduh.kpkt.gov.my/project-swasta/6920-8,"(439, '6920-8')"
362,6 9 2 0 - 8 - R E S I D E N S I   R A M P A I   I I,PANCARAN NILAI (M) SDN. BHD.,6920,6920/03-2025/0780(R),08 Mar 2022,07 Mar 2025,-,-,-,"6920-8,",SIAP DENGAN: CCC PENUH,6920-8/03-2022/01362(P),08 Mar 2021,07 Mar 2022,"RM 299,900.00",74.32mps - 88.26mps,RUMAH PANGSA/KONDO,24,0,0,74,308,253,"299,900.00","317,900.00",100.00,"[""3.193000, 101.727000""]",,https://teduh.kpkt.gov.my/project-swasta/6920-8,"(439, '6920-8')"
363,6 9 2 8 - 1 2 - K O N D O M I N I U M   R I A N A   S E L A T A N,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-12,",SIAP DENGAN: CCC PENUH,6928-12/06-2021/02140(P),15 Jun 2020,14 Jun 2021,"RM 810,000.00",88.00mps,RUMAH PANGSA/KONDO,27,0,0,88,288,0,"810,000.00","1,148,000.00",100.00,"[""3.076800, 101.732500""]",,https://teduh.kpkt.gov.my/project-swasta/6928-12,"(440, '6928-12')"
364,6 9 2 8 - 1 2 - K O N D O M I N I U M   R I A N A   S E L A T A N,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-12,",SIAP DENGAN: CCC PENUH,6928-12/06-2021/02140(P),15 Jun 2020,14 Jun 2021,"RM 810,000.00",88.00mps,RUMAH PANGSA/KONDO,28,0,0,88,248,0,"855,000.00","1,172,000.00",100.00,"[""3.076800, 101.732500""]",,https://teduh.kpkt.gov.my/project-swasta/6928-12,"(440, '6928-12')"
365,6 9 2 8 - 3 - B U K I T   M A N D A   R I N A,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-3,",SIAP DENGAN: CFO PENUH,6928-3/776/2007(04),21 Apr 2006,20 Apr 2007,"RM 370,800.00",0.00mps,RUMAH TERES,2.5,0,0,0,59,59,"428,800.00","870,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-3,"(441, '6928-3')"
366,6 9 2 8 - 3 - B U K I T   M A N D A   R I N A,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-3,",SIAP DENGAN: CFO PENUH,6928-3/776/2007(04),21 Apr 2006,20 Apr 2007,"RM 370,800.00",0.00mps,RUMAH TERES,2,0,0,0,29,29,"370,800.00","847,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-3,"(441, '6928-3')"
367,6 9 2 8 - 6 - S E C O N D   E N C L A V E,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-6,",SIAP DENGAN: CFO PENUH,-,-,-,"RM 839,720.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,1,1,"1,447,320.00","1,447,320.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-6,"(442, '6928-6')"
368,6 9 2 8 - 6 - S E C O N D   E N C L A V E,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-6,",SIAP DENGAN: CFO PENUH,-,-,-,"RM 839,720.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,6,6,"1,189,720.00","1,438,920.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-6,"(442, '6928-6')"
369,6 9 2 8 - 6 - S E C O N D   E N C L A V E,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-6,",SIAP DENGAN: CFO PENUH,-,-,-,"RM 839,720.00",0.00mps,RUMAH TERES,2.5,0,0,0,8,8,"839,720.00","1,104,320.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-6,"(442, '6928-6')"
370,6 9 2 8 - 6 - S E C O N D   E N C L A V E,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-6,",SIAP DENGAN: CFO PENUH,-,-,-,"RM 839,720.00",0.00mps,RUMAH TERES,2.5,0,0,0,23,23,"885,920.00","1,398,320.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-6,"(442, '6928-6')"
371,6 9 2 8 - 6 - S E C O N D   E N C L A V E,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-6,",SIAP DENGAN: CFO PENUH,-,-,-,"RM 839,720.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,4,4,"1,210,720.00","1,289,120.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-6,"(442, '6928-6')"
372,6 9 2 8 - 6 - S E C O N D   E N C L A V E,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-6,",SIAP DENGAN: CFO PENUH,-,-,-,"RM 839,720.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,4,4,"1,560,720.00","1,629,320.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-6,"(442, '6928-6')"
373,6 9 2 8 - 6 - S E C O N D   E N C L A V E,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-6,",SIAP DENGAN: CFO PENUH,-,-,-,"RM 839,720.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,9,9,"1,343,720.00","1,487,920.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-6,"(442, '6928-6')"
374,6 9 2 8 - 7 - M A N D A ' R I N A   S D N   B H D,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-7,",SIAP DENGAN: CCC PENUH,6928-7/1854/2012(09),15 Sep 2011,14 Sep 2012,"RM 2,406,800.00",0.00mps,RUMAH SESEBUAH,3,0,0,0,23,23,"3,485,800.00","5,838,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-7,"(443, '6928-7')"
375,6 9 2 8 - 7 - M A N D A ' R I N A   S D N   B H D,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-7,",SIAP DENGAN: CCC PENUH,6928-7/1854/2012(09),15 Sep 2011,14 Sep 2012,"RM 2,406,800.00",0.00mps,RUMAH BERKEMBAR,3,0,0,0,10,10,"2,406,800.00","3,693,800.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-7,"(443, '6928-7')"
376,6 9 2 8 - 8 - A L T I T U D E   2 3 6,MANDA'RINA SDN. BHD.,6928,6928/11-2026/1327(A),19 Nov 2023,18 Nov 2026,042961222,kpktcentral@ijm.com,-,"6928-8,",SIAP DENGAN: CCC PENUH,6928-8/10-2015/02404(P),24 Oct 2014,23 Oct 2015,"RM 831,800.00","35,775.00mps",RUMAH PANGSA/KONDO,38,0,0,"35,775",236,86,"831,800.00","1,828,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6928-8,"(444, '6928-8')"
377,7 0 5 9 - 7 - V I M   3,VST DEVELOPMENT SDN. BHD.,7059,7059/05-2025/0316(R),11 Apr 2022,22 May 2025,-,-,www.vstgroup.com.my,"7059-7,",SIAP DENGAN: CCC PENUH,7059-7/03-2020/01464(P),19 Mar 2019,18 Mar 2020,"RM 289,800.00",460.00mps,RUMAH PANGSA/KONDO,22,0,0,460,265,66,"289,800.00","629,600.00",100.00,"[""3.193238, 101.631014""]",,https://teduh.kpkt.gov.my/project-swasta/7059-7,"(445, '7059-7')"
378,7 0 5 9 - 8 - M - S U I T E,VST DEVELOPMENT SDN. BHD.,7059,7059/05-2025/0316(R),11 Apr 2022,22 May 2025,-,-,www.vstgroup.com.my,"7059-8,",SIAP DENGAN: CCC PENUH,7059-8/05-2022/01718(P),23 May 2021,22 May 2022,"RM 391,000.00",460.00mps,SOHO,22,0,0,460,202,89,"391,000.00","836,000.00",100.00,"[""3.194317, 101.631039""]",,https://teduh.kpkt.gov.my/project-swasta/7059-8,"(446, '7059-8')"
379,7 0 7 6 - 2 - R E S I D E N S I   C E C I L   S E N T R A L,MARTEGO SDN. BHD.,7076,7076-2/06-2016/0553(L),07 Jun 2014,06 Jun 2016,-,-,WWW.MARTEGO.COM.MY,"7076-2,",BERJALAN LANCAR,7076-2/06-2016/0553(P),07 Jun 2014,06 Jun 2016,"RM 1,336,000.00",0.00mps,RUMAH PANGSA/KONDO,50,0,0,0,878,878,"1,336,000.00","9,377,000.00",22.36,"[""3.145300, 101.696900""]",,https://teduh.kpkt.gov.my/project-swasta/7076-2,"(447, '7076-2')"
380,7 1 3 1 - 6 9 - A N G G U N   J S I,UDA HOLDINGS BERHAD,7131,7131/08-2027/0993(R),14 Aug 2019,13 Aug 2027,-,-,-,"7131-69,",PERMIT TELAH DIBATALKAN,-,-,-,"RM 1,203,000.00",0.00mps,PANGSAPURI SERVIS,38,0,0,0,226,226,"1,203,000.00","5,265,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/7131-69,"(448, '7131-69')"
381,"7 1 5 2 - 2 - V I S T A   H A R M O N I ,   T A M A N   B U K I T   C H E R A S",SYCAL PROPERTIES SDN. BHD.,7152,7152/04-2025/0161(R),25 Mar 2022,29 Apr 2025,-,-,marketing@sycalberhad.com,"7152-2,",SIAP DENGAN: CFO PENUH,7152-2/07-2016/01883(P),31 Jul 2015,30 Jul 2016,"RM 122,888.00",0.00mps - 115.00mps,RUMAH TERES,4,0,0,0,6,5,"1,380,000.00","1,604,400.00",100.00,"[""3.067429, 101.747349""]",,https://teduh.kpkt.gov.my/project-swasta/7152-2,"(449, '7152-2')"
382,"7 1 5 2 - 2 - V I S T A   H A R M O N I ,   T A M A N   B U K I T   C H E R A S",SYCAL PROPERTIES SDN. BHD.,7152,7152/04-2025/0161(R),25 Mar 2022,29 Apr 2025,-,-,marketing@sycalberhad.com,"7152-2,",SIAP DENGAN: CFO PENUH,7152-2/07-2016/01883(P),31 Jul 2015,30 Jul 2016,"RM 122,888.00",0.00mps - 115.00mps,RUMAH TERES,3,0,0,0,6,0,"850,000.00","986,700.00",100.00,"[""3.067429, 101.747349""]",,https://teduh.kpkt.gov.my/project-swasta/7152-2,"(449, '7152-2')"
383,"7 1 5 2 - 2 - V I S T A   H A R M O N I ,   T A M A N   B U K I T   C H E R A S",SYCAL PROPERTIES SDN. BHD.,7152,7152/04-2025/0161(R),25 Mar 2022,29 Apr 2025,-,-,marketing@sycalberhad.com,"7152-2,",SIAP DENGAN: CFO PENUH,7152-2/07-2016/01883(P),31 Jul 2015,30 Jul 2016,"RM 122,888.00",0.00mps - 115.00mps,RUMAH TERES,2,0,0,0,39,0,"405,680.00","580,668.00",100.00,"[""3.067429, 101.747349""]",,https://teduh.kpkt.gov.my/project-swasta/7152-2,"(449, '7152-2')"
384,"7 1 5 2 - 2 - V I S T A   H A R M O N I ,   T A M A N   B U K I T   C H E R A S",SYCAL PROPERTIES SDN. BHD.,7152,7152/04-2025/0161(R),25 Mar 2022,29 Apr 2025,-,-,marketing@sycalberhad.com,"7152-2,",SIAP DENGAN: CFO PENUH,7152-2/07-2016/01883(P),31 Jul 2015,30 Jul 2016,"RM 122,888.00",0.00mps - 115.00mps,RUMAH PANGSA/KONDO,15,0,0,115,150,17,"390,380.00","1,220,280.00",100.00,"[""3.067429, 101.747349""]",,https://teduh.kpkt.gov.my/project-swasta/7152-2,"(449, '7152-2')"
385,"7 1 5 2 - 2 - V I S T A   H A R M O N I ,   T A M A N   B U K I T   C H E R A S",SYCAL PROPERTIES SDN. BHD.,7152,7152/04-2025/0161(R),25 Mar 2022,29 Apr 2025,-,-,marketing@sycalberhad.com,"7152-2,",SIAP DENGAN: CFO PENUH,7152-2/07-2016/01883(P),31 Jul 2015,30 Jul 2016,"RM 122,888.00",0.00mps - 115.00mps,RUMAH PANGSA/KONDO,15,0,0,0,150,6,"390,380.00","789,980.00",100.00,"[""3.067429, 101.747349""]",,https://teduh.kpkt.gov.my/project-swasta/7152-2,"(449, '7152-2')"
386,"7 1 5 2 - 2 - V I S T A   H A R M O N I ,   T A M A N   B U K I T   C H E R A S",SYCAL PROPERTIES SDN. BHD.,7152,7152/04-2025/0161(R),25 Mar 2022,29 Apr 2025,-,-,marketing@sycalberhad.com,"7152-2,",SIAP DENGAN: CFO PENUH,7152-2/07-2016/01883(P),31 Jul 2015,30 Jul 2016,"RM 122,888.00",0.00mps - 115.00mps,RUMAH PANGSA/KONDO,4,0,0,0,96,0,"150,588.00","179,488.00",100.00,"[""3.067429, 101.747349""]",,https://teduh.kpkt.gov.my/project-swasta/7152-2,"(449, '7152-2')"
387,"7 1 5 2 - 2 - V I S T A   H A R M O N I ,   T A M A N   B U K I T   C H E R A S",SYCAL PROPERTIES SDN. BHD.,7152,7152/04-2025/0161(R),25 Mar 2022,29 Apr 2025,-,-,marketing@sycalberhad.com,"7152-2,",SIAP DENGAN: CFO PENUH,7152-2/07-2016/01883(P),31 Jul 2015,30 Jul 2016,"RM 122,888.00",0.00mps - 115.00mps,RUMAH BANDAR,3,0,0,0,62,0,"288,800.00","554,000.00",100.00,"[""3.067429, 101.747349""]",,https://teduh.kpkt.gov.my/project-swasta/7152-2,"(449, '7152-2')"
388,"7 1 5 2 - 2 - V I S T A   H A R M O N I ,   T A M A N   B U K I T   C H E R A S",SYCAL PROPERTIES SDN. BHD.,7152,7152/04-2025/0161(R),25 Mar 2022,29 Apr 2025,-,-,marketing@sycalberhad.com,"7152-2,",SIAP DENGAN: CFO PENUH,7152-2/07-2016/01883(P),31 Jul 2015,30 Jul 2016,"RM 122,888.00",0.00mps - 115.00mps,RUMAH PANGSA/KONDO,10,0,0,0,140,1,"122,888.00","308,888.00",100.00,"[""3.067429, 101.747349""]",,https://teduh.kpkt.gov.my/project-swasta/7152-2,"(449, '7152-2')"
389,7 4 3 4 - 2 - M E G A   P L A N N E R   J A Y A   S D N   B H D,MEGA PLANNER JAYA SDN. BHD.,7434,7434-2/04-2017/476,17 Apr 2012,16 Apr 2017,-,-,-,"7434-2,",SIAP DENGAN: CFO PENUH,7434-2/07-2014/0683(P),26 Jul 2013,25 Jul 2014,"RM 188,880.00","57,024.00mps",PANGSAPURI SERVIS,16,0,0,"57,024",412,0,"188,880.00","643,833.00",100.00,"[""3.217778, 101.718333""]",,https://teduh.kpkt.gov.my/project-swasta/7434-2,"(450, '7434-2')"
390,7 4 6 6 - 2 - T A M A N   A M A N   P U T R A,MEGA LEGACY (M) SDN. BHD.,7466,7466/12-2025/1536(A),15 Dec 2022,14 Dec 2025,072773677,anith.samat@uemsunrise.com,-,"7466-2,",SIAP DENGAN: CFO PENUH,7466-2/476/2006(03),08 Mar 2005,07 Mar 2006,"RM 60,000.00",0.00mps,RUMAH PANGSA/KONDO,10,0,0,0,180,180,"60,000.00","60,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/7466-2,"(451, '7466-2')"
391,7 4 6 6 - 2 - T A M A N   A M A N   P U T R A,MEGA LEGACY (M) SDN. BHD.,7466,7466/12-2025/1536(A),15 Dec 2022,14 Dec 2025,072773677,anith.samat@uemsunrise.com,-,"7466-2,",SIAP DENGAN: CFO PENUH,7466-2/476/2006(03),08 Mar 2005,07 Mar 2006,"RM 60,000.00",0.00mps,RUMAH PANGSA/KONDO,10,0,0,0,230,230,"60,000.00","60,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/7466-2,"(451, '7466-2')"
392,7 4 6 6 - 2 - T A M A N   A M A N   P U T R A,MEGA LEGACY (M) SDN. BHD.,7466,7466/12-2025/1536(A),15 Dec 2022,14 Dec 2025,072773677,anith.samat@uemsunrise.com,-,"7466-2,",SIAP DENGAN: CFO PENUH,7466-2/476/2006(03),08 Mar 2005,07 Mar 2006,"RM 60,000.00",0.00mps,RUMAH PANGSA/KONDO,10,0,0,0,180,180,"60,000.00","60,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/7466-2,"(451, '7466-2')"
393,7 4 6 6 - 2 - T A M A N   A M A N   P U T R A,MEGA LEGACY (M) SDN. BHD.,7466,7466/12-2025/1536(A),15 Dec 2022,14 Dec 2025,072773677,anith.samat@uemsunrise.com,-,"7466-2,",SIAP DENGAN: CFO PENUH,7466-2/476/2006(03),08 Mar 2005,07 Mar 2006,"RM 60,000.00",0.00mps,RUMAH PANGSA/KONDO,10,0,0,0,230,230,"60,000.00","60,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/7466-2,"(451, '7466-2')"
394,7 4 6 6 - 2 - T A M A N   A M A N   P U T R A,MEGA LEGACY (M) SDN. BHD.,7466,7466/12-2025/1536(A),15 Dec 2022,14 Dec 2025,072773677,anith.samat@uemsunrise.com,-,"7466-2,",SIAP DENGAN: CFO PENUH,7466-2/476/2006(03),08 Mar 2005,07 Mar 2006,"RM 60,000.00",0.00mps,RUMAH PANGSA/KONDO,10,0,0,0,180,180,"60,000.00","60,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/7466-2,"(451, '7466-2')"
395,7 6 7 8 - 3 - K O N D O M I N I U M   M U L B E R I,MAWAR AWAL (M) SDN. BHD.,7678,7678/02-2027/0210(A),26 Feb 2022,25 Feb 2027,-,-,-,"7678-3,",SAKIT,7678-3/02-2023/0391(R)-(S),26 Feb 2022,25 Feb 2023,"RM 509,100.00",114.00mps,RUMAH PANGSA/KONDO,19,0,0,114,284,258,"509,100.00","1,634,900.00",97.50,"[""3.190694, 101.649625""]",,https://teduh.kpkt.gov.my/project-swasta/7678-3,"(452, '7678-3')"
396,7 7 0 9 - 4 - A S T A N A   L U M A Y A N   K O N D O M I N I U M,DANAU LUMAYAN SDN. BHD.,7709,7709/08-2025/0825(A),13 Aug 2022,12 Aug 2025,0391737755,admin@danaulumayan.com.my,-,"7709-4,",SIAP DENGAN: CFO PENUH,7709-4/1428/2012(07),06 Jul 2011,05 Jul 2012,"RM 220,000.00",0.00mps,RUMAH PANGSA/KONDO,16,0,0,0,250,0,"220,000.00","250,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/7709-4,"(453, '7709-4')"
397,7 7 0 9 - 5 - C A S A   L U M A Y A N,DANAU LUMAYAN SDN. BHD.,7709,7709/08-2025/0825(A),13 Aug 2022,12 Aug 2025,0391737755,admin@danaulumayan.com.my,-,"7709-5,",SIAP DENGAN: CCC PENUH,7709-5/07-2015/02032(P),16 Jul 2014,15 Jul 2015,"RM 245,000.00",0.00mps,RUMAH PANGSA/KONDO,23,0,0,0,900,0,"245,000.00","249,999.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/7709-5,"(454, '7709-5')"
398,7 7 0 9 - 6 - R E S I D E N S I   H I J A U A N   L U M A Y A N,DANAU LUMAYAN SDN. BHD.,7709,7709/08-2025/0825(A),13 Aug 2022,12 Aug 2025,0391737755,admin@danaulumayan.com.my,-,"7709-6,",SIAP DENGAN: CCC PENUH,7709-6/11-2018/02404(P),07 Nov 2017,06 Nov 2018,"RM 300,000.00",96.15mps,RUMAH PANGSA/KONDO,21,0,0,96,512,2,"300,000.00","300,000.00",100.00,"[""3.075960, 101.698060""]",,https://teduh.kpkt.gov.my/project-swasta/7709-6,"(455, '7709-6')"
399,7 7 3 8 - 5 - T R I B E C A   S E R V I C E D   A P A R T M E N T,BAKTI DINAMIK SDN. BHD.,7738,7738-5/08-2020/02682(L),28 Aug 2019,27 Aug 2020,-,-,www.tribeca.com.my,"7738-5,",SIAP DENGAN: CCC PENUH,7738-5/08-2018/02202(P),28 Aug 2017,27 Aug 2018,"RM 949,500.00",47.50mps,PANGSAPURI SERVIS,37,0,0,48,318,-18,"949,500.00","3,765,000.00",100.00,"[""3.146673, 101.715850""]",,https://teduh.kpkt.gov.my/project-swasta/7738-5,"(456, '7738-5')"
400,7 8 1 0 - 3 - P I N G G I R A N   T A S I K   B I R U,KONSORTIUM SKS BHD.,7810,7810-4/04-2020/01928(L),25 Apr 2019,24 Apr 2020,-,-,-,"7810-3,",SIAP DENGAN: CCC PENUH,7810-3/632/2013(03),22 Mar 2012,21 Mar 2013,"RM 236,000.00","1,660.00mps",RUMAH TERES,2.5,0,0,"1,660",2,0,"474,070.00","479,446.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/7810-3,"(457, '7810-3')"
