,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
1027,3 2 - 1 3 - O N E   M E N E R U N G,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-13,",SIAP DENGAN: CFO PENUH,32-13/1106/2010(06),05 Jun 2009,04 Jun 2010,"RM 2,591,200.00",0mps,23,0,0,0,41,41,"4,111,450.00","10,291,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/32-13,"18, 2, 0"
1028,3 2 - 1 4 - S E R A I   B U K I T   B A N D A R A Y A,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-14,",SIAP DENGAN: CCC PENUH,32-14/05-2017/01935(P),20 May 2016,19 May 2017,"RM 7,017,400.00",459mps - 477mps,21,0,0,477,61,0,"7,953,400.00","22,656,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.141081, 101.660326""]",,https://teduh.kpkt.gov.my/project-swasta/32-14,"19, 2, 0"
1029,3 2 - 1 4 - S E R A I   B U K I T   B A N D A R A Y A,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-14,",SIAP DENGAN: CCC PENUH,32-14/05-2017/01935(P),20 May 2016,19 May 2017,"RM 7,017,400.00",459mps - 477mps,21,0,0,459,60,0,"7,017,400.00","21,265,400.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.141081, 101.660326""]",,https://teduh.kpkt.gov.my/project-swasta/32-14,"19, 2, 0"
1030,3 2 - 1 5 - R E S I D E N S I   M E N E R U N G   1 1 1,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-15,",BERJALAN LANCAR,32-15/08-2024/1317(A)-(S),18 Aug 2023,17 Aug 2024,"RM 2,255,150.00",0mps,14,2,2,0,111,83,"2,255,150.00","7,325,500.00",16.22,BERJALAN LANCAR,"[""3.144156, 101.664008""]",,https://teduh.kpkt.gov.my/project-swasta/32-15,"20, 2, 0"
1031,3 2 - 2 - B A N G S A R   P U T E R I   C O N D O M I N I U M,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-2,",-,32/1034/1994(09),21 Sep 1993,20 Sep 1994,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/32-2,"7, 2, 0"
1032,3 2 - 3 - T A M A N   S E R D A N G   R A Y A,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-3,",-,32-3/65/2004(01),15 Jan 2003,14 Jan 2004,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/32-3,"8, 2, 0"
1033,3 2 - 4 - V E R O N A   T O W N H O U S E   F A S A   I   &   2,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-4,",-,32/183/1997(02),13 Feb 1996,12 Feb 1997,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/32-4,"9, 2, 0"
1034,3 2 - 5 - T A M A N   S E R D A N G   R A Y A   F A S A   I & I I,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-5,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/32-5,"10, 2, 0"
1035,3 2 - 6 - S R I   P E N A G A,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-6,",-,32/697/1998(06),12 Jun 1997,11 Jun 1998,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/32-6,"11, 2, 0"
1036,3 2 - 7 - L O T   5 0 3 5 6   ( S B G )   M K .   D A N   D A E R A H   K . L U M P U R,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-7,",-,32/864/1990(10),24 Oct 1989,23 Oct 1990,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/32-7,"12, 2, 0"
1037,3 2 - 8 - T A M A N   B A N D A R   J A Y A,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-8,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/32-8,"13, 2, 0"
1038,3 2 - 9 - S R I   P E N A G A,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-9,",-,32/1094/1994(10),07 Oct 1993,06 Oct 1994,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/32-9,"14, 2, 0"
1039,3 4 5 - 1 0 - T A M A N   O U G   ( P T   1 3 7 9 4 - P T 1 3 7 9 7   M U K I M   P E T A L I N G ),FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-10,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/345-10,"7, 9, 0"
1040,"3 4 5 - 1 1 - L O T   2 7 0 2 - 2 7 2 2   , 3 3 5 0 & 3 3 5 1   M U K I M   G L U G O R",FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-11,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/345-11,"8, 9, 0"
1041,3 4 5 - 1 2 - T A R A T A K   M U H I B B A H,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-12,",-,345-12/2476/2004(11),10 Nov 2003,09 Nov 2004,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/345-12,"9, 9, 0"
1042,3 4 5 - 1 3 - T A M A N   F A B E R   F A S A   I I,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-13,",-,345/1139/1998(08),26 Aug 1997,25 Aug 1998,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/345-13,"10, 9, 0"
1043,3 4 5 - 1 4 - T A M A N   O U G,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-14,",-,345/403/1998(03),31 Mar 1997,30 Mar 1998,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/345-14,"11, 9, 0"
1044,3 4 5 - 1 5 - T I A R A   F A B E R,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-15,",SIAP DENGAN: CFO PENUH,345-15/558/2002(08),27 Mar 2002,25 Aug 2002,"RM 249,990.00",0mps,14,0,0,0,320,320,"249,990.00","249,990.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/345-15,"12, 9, 0"
1045,3 4 5 - 1 6 - D A N A U   M U R N I   K O N D O M I N I U M,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-16,",SIAP DENGAN: CFO PENUH,345-16/2383/2005(12),14 Dec 2004,13 Dec 2005,"RM 110,000.00",0mps,19,0,0,0,500,500,"110,000.00","115,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/345-16,"13, 9, 0"
1046,3 4 5 - 1 7 - D A N A U   V I L L A,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-17,",SIAP DENGAN: CFO PENUH,345-17/2356/2007(05),14 Nov 2006,24 May 2007,"RM 720,000.00",0mps,3,0,0,0,64,64,"720,000.00","1,100,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/345-17,"14, 9, 0"
1047,3 4 5 - 1 8 - C A S A   D E S A   K O N D O M I N I U M,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-18,",SIAP DENGAN: CFO PENUH,345-18/2698/2008(12),27 Dec 2007,26 Dec 2008,"RM 210,000.00",0mps,20,0,0,0,410,410,"210,000.00","690,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/345-18,"15, 9, 0"
1048,3 4 5 - 1 9 - A R M A D A   V I L L A,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-19,",SIAP DENGAN: CCC PENUH,345-19/677/2013(04),15 Apr 2012,14 Apr 2013,"RM 2,350,800.00",0mps,3,0,0,0,40,40,"2,350,800.00","4,492,800.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/345-19,"16, 9, 0"
1049,3 4 5 - 1 9 - A R M A D A   V I L L A,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-19,",SIAP DENGAN: CCC PENUH,345-19/677/2013(04),15 Apr 2012,14 Apr 2013,"RM 2,350,800.00",0mps,3,0,0,0,6,6,"3,388,800.00","9,556,800.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/345-19,"16, 9, 0"
1050,3 4 5 - 2 0 - V I L A   P R I M A,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-20,",SIAP DENGAN: CCC PENUH,345-20/2345/2012(12),16 Dec 2011,15 Dec 2012,"RM 3,085,800.00",0mps,4,0,0,0,34,21,"3,085,800.00","5,555,500.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/345-20,"17, 9, 0"
1051,3 4 5 - 2 1 - K O N D O M I N I U M   F A B E R   A N T A R A,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-21,",SIAP DENGAN: CCC PENUH,345-21/07-2017/01926(P),02 Jul 2016,01 Jul 2017,"RM 322,800.00",137mps,22,0,0,137,255,163,"322,800.00","1,814,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.169356, 101.725944""]",,https://teduh.kpkt.gov.my/project-swasta/345-21,"18, 9, 0"
1052,3 4 5 - 7 - T A M A N   D A N A U   D E S A   -   F A S A   1 C,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-7,",SIAP DENGAN: CFO PENUH,-,-,-,"RM 83,000.00",0mps,20,0,0,0,512,512,"83,000.00","187,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/345-7,"4, 9, 0"
1053,3 4 5 - 8 - D A N A U   I M P I A N,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-8,",SIAP DENGAN: CFO PENUH,345/888/1985(12),22 Dec 1984,21 Dec 1985,"RM 322,800.00",0mps,16,0,0,0,450,450,"322,800.00","1,814,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/345-8,"5, 9, 0"
1054,3 4 5 - 9 - T A M A N   D A N A U   D E S A   (   D A N A U   I D A M A N   ),FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-9,",SIAP DENGAN: CFO PENUH,345/1199/2002(06),27 Jun 2001,26 Jun 2002,"RM 98,000.00",0mps,23,0,0,0,659,659,"98,000.00","150,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/345-9,"6, 9, 0"
1055,3 6 2 - 1 - T A M A N   J O H O R   J A Y A   V I L A   P E S O N A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-1,",PERMIT TELAH DIBATALKAN,362-1/2424/2006(10),01 Nov 2005,31 Oct 2006,"RM 1,310,973.00",0mps,2,0,0,0,18,18,"1,310,973.00","2,177,935.00",0.00,BELUM MULA,"[""1.535288, 103.797729""]",,https://teduh.kpkt.gov.my/project-swasta/362-1,"19, 9, 0"
1056,3 6 2 - 1 - T A M A N   J O H O R   J A Y A   V I L A   P E S O N A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-1,",PERMIT TELAH DIBATALKAN,362-1/2424/2006(10),01 Nov 2005,31 Oct 2006,"RM 1,310,973.00",0mps,2,0,0,0,6,6,"1,739,456.00","1,928,764.00",0.00,BELUM MULA,"[""1.535288, 103.797729""]",,https://teduh.kpkt.gov.my/project-swasta/362-1,"19, 9, 0"
1057,3 6 2 - 1 - T A M A N   J O H O R   J A Y A   V I L A   P E S O N A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-1,",PERMIT TELAH DIBATALKAN,362-1/2424/2006(10),01 Nov 2005,31 Oct 2006,"RM 1,310,973.00",0mps,2,0,0,0,17,17,"1,347,231.00","1,590,109.00",0.00,BELUM MULA,"[""1.535288, 103.797729""]",,https://teduh.kpkt.gov.my/project-swasta/362-1,"19, 9, 0"
1058,3 6 2 - 1 - T A M A N   J O H O R   J A Y A   V I L A   P E S O N A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-1,",PERMIT TELAH DIBATALKAN,362-1/2424/2006(10),01 Nov 2005,31 Oct 2006,"RM 1,310,973.00",0mps,2,0,0,0,18,18,"1,347,231.00","1,817,602.00",0.00,BELUM MULA,"[""1.535288, 103.797729""]",,https://teduh.kpkt.gov.my/project-swasta/362-1,"19, 9, 0"
1059,3 6 2 - 1 - T A M A N   J O H O R   J A Y A   V I L A   P E S O N A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-1,",PERMIT TELAH DIBATALKAN,362-1/2424/2006(10),01 Nov 2005,31 Oct 2006,"RM 1,310,973.00",0mps,2,0,0,0,13,13,"1,682,308.00","1,960,584.00",0.00,BELUM MULA,"[""1.535288, 103.797729""]",,https://teduh.kpkt.gov.my/project-swasta/362-1,"19, 9, 0"
1060,3 6 2 - 1 - T A M A N   J O H O R   J A Y A   V I L A   P E S O N A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-1,",PERMIT TELAH DIBATALKAN,362-1/2424/2006(10),01 Nov 2005,31 Oct 2006,"RM 1,310,973.00",0mps,2,0,0,0,19,19,"1,312,253.00","1,633,129.00",0.00,BELUM MULA,"[""1.535288, 103.797729""]",,https://teduh.kpkt.gov.my/project-swasta/362-1,"19, 9, 0"
1061,3 6 2 - 1 0 - T A M A N   D A I M A N   J A Y A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-10,",SIAP DENGAN: CCC PENUH,362-10/03-2020/0293(P),22 Mar 2018,21 Mar 2020,"RM 42,000.00",0mps,2,0,0,0,233,233,"42,000.00","54,412.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.711166, 103.894855""]",,https://teduh.kpkt.gov.my/project-swasta/362-10,"3, 10, 0"
1062,3 6 2 - 1 1 - T A M A N   D A I M A N   J A Y A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-11,",SIAP DENGAN: CCC PENUH,362-11/09-2021/03265(P),29 Sep 2020,28 Sep 2021,"RM 718,800.00",222mps - 229mps,2,0,0,222,32,22,"718,800.00","1,138,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.713144, 103.894111""]",,https://teduh.kpkt.gov.my/project-swasta/362-11,"4, 10, 0"
1063,3 6 2 - 1 1 - T A M A N   D A I M A N   J A Y A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-11,",SIAP DENGAN: CCC PENUH,362-11/09-2021/03265(P),29 Sep 2020,28 Sep 2021,"RM 718,800.00",222mps - 229mps,2,0,0,229,32,27,"748,800.00","988,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.713144, 103.894111""]",,https://teduh.kpkt.gov.my/project-swasta/362-11,"4, 10, 0"
1064,3 6 2 - 1 2 - T A M A N   D A I M A N   J A Y A   P R E S I N T   4 B 3,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-12,",BERJALAN LANCAR,362-12/03-2025/0276(N)-(L),16 Mar 2023,15 Mar 2025,"RM 818,800.00",222mps,2,0,0,222,60,54,"818,800.00","1,268,800.00",50.67,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/362-12,"5, 10, 0"
1065,3 6 2 - 2 - T A M A N   S E N A I   U T A M A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-2,",PERMIT TELAH DIBATALKAN,362/998/1998(08),04 Aug 1997,03 Aug 1998,"RM 80,000.00",0mps,1,0,0,0,26,26,"150,000.00","309,200.00",0.00,BELUM MULA,"[""1.608721, 103.645922""]",,https://teduh.kpkt.gov.my/project-swasta/362-2,"20, 9, 0"
1066,3 6 2 - 2 - T A M A N   S E N A I   U T A M A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-2,",PERMIT TELAH DIBATALKAN,362/998/1998(08),04 Aug 1997,03 Aug 1998,"RM 80,000.00",0mps,1,0,0,0,32,32,"80,000.00","80,000.00",0.00,BELUM MULA,"[""1.608721, 103.645922""]",,https://teduh.kpkt.gov.my/project-swasta/362-2,"20, 9, 0"
1067,3 6 2 - 3 - V I L A   B I N T A N G   I N D A H,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-3,",SIAP DENGAN: CFO PENUH,362-3/819/2008(04),17 Apr 2007,16 Apr 2008,"RM 1,550,854.00",0mps,2,0,0,0,26,26,"1,550,854.00","2,057,079.00",5.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/362-3,"21, 9, 0"
1068,3 6 2 - 4 - T A M A N   D A I M A N   J A Y A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-4,",SIAP DENGAN: CCC PENUH,362-4/01-2017/0820(P),10 Jan 2016,09 Jan 2017,"RM 125,000.00","0mps - 2,212mps",2,0,0,"2,131",40,14,"558,800.00","1,049,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.715116, 103.888518""]",,https://teduh.kpkt.gov.my/project-swasta/362-4,"22, 9, 0"
1069,3 6 2 - 4 - T A M A N   D A I M A N   J A Y A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-4,",SIAP DENGAN: CCC PENUH,362-4/01-2017/0820(P),10 Jan 2016,09 Jan 2017,"RM 125,000.00","0mps - 2,212mps",2,0,0,0,26,0,"178,000.00","264,040.00",100.00,SIAP DENGAN: CFO PENUH,"[""1.715116, 103.888518""]",,https://teduh.kpkt.gov.my/project-swasta/362-4,"22, 9, 0"
1070,3 6 2 - 4 - T A M A N   D A I M A N   J A Y A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-4,",SIAP DENGAN: CCC PENUH,362-4/01-2017/0820(P),10 Jan 2016,09 Jan 2017,"RM 125,000.00","0mps - 2,212mps",2,0,0,"2,212",52,-18,"586,800.00","1,132,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.715116, 103.888518""]",,https://teduh.kpkt.gov.my/project-swasta/362-4,"22, 9, 0"
1071,3 6 2 - 4 - T A M A N   D A I M A N   J A Y A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-4,",SIAP DENGAN: CCC PENUH,362-4/01-2017/0820(P),10 Jan 2016,09 Jan 2017,"RM 125,000.00","0mps - 2,212mps",2,0,0,0,41,0,"178,000.01","241,540.00",100.00,SIAP DENGAN: CFO PENUH,"[""1.715116, 103.888518""]",,https://teduh.kpkt.gov.my/project-swasta/362-4,"22, 9, 0"
1072,3 6 2 - 4 - T A M A N   D A I M A N   J A Y A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-4,",SIAP DENGAN: CCC PENUH,362-4/01-2017/0820(P),10 Jan 2016,09 Jan 2017,"RM 125,000.00","0mps - 2,212mps",1,0,0,0,136,0,"125,000.00","228,720.00",100.00,SIAP DENGAN: CFO PENUH,"[""1.715116, 103.888518""]",,https://teduh.kpkt.gov.my/project-swasta/362-4,"22, 9, 0"
1073,3 6 2 - 4 - T A M A N   D A I M A N   J A Y A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-4,",SIAP DENGAN: CCC PENUH,362-4/01-2017/0820(P),10 Jan 2016,09 Jan 2017,"RM 125,000.00","0mps - 2,212mps",2,0,0,0,100,0,"178,000.02","264,040.02",100.00,SIAP DENGAN: CFO PENUH,"[""1.715116, 103.888518""]",,https://teduh.kpkt.gov.my/project-swasta/362-4,"22, 9, 0"
1074,"3 6 2 - 5 - T A M A N   D A I M A N   J A Y A   Z O N E   3 A ,   4 A   &   5",DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-5,",SIAP DENGAN: CCC PENUH,362-5/04-2015/01484(P),04 Apr 2014,03 Apr 2015,"RM 148,000.00",0mps,1,0,0,0,40,0,"148,000.00","311,000.00",100.00,SIAP DENGAN: CFO PENUH,"[""1.716360, 103.892370""]",,https://teduh.kpkt.gov.my/project-swasta/362-5,"23, 9, 0"
1075,"3 6 2 - 5 - T A M A N   D A I M A N   J A Y A   Z O N E   3 A ,   4 A   &   5",DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-5,",SIAP DENGAN: CCC PENUH,362-5/04-2015/01484(P),04 Apr 2014,03 Apr 2015,"RM 148,000.00",0mps,2,0,0,0,72,2,"395,000.00","917,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.716360, 103.892370""]",,https://teduh.kpkt.gov.my/project-swasta/362-5,"23, 9, 0"
1076,"3 6 2 - 5 - T A M A N   D A I M A N   J A Y A   Z O N E   3 A ,   4 A   &   5",DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-5,",SIAP DENGAN: CCC PENUH,362-5/04-2015/01484(P),04 Apr 2014,03 Apr 2015,"RM 148,000.00",0mps,2,0,0,0,12,7,"869,800.00","977,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.716360, 103.892370""]",,https://teduh.kpkt.gov.my/project-swasta/362-5,"23, 9, 0"
1077,"3 6 2 - 5 - T A M A N   D A I M A N   J A Y A   Z O N E   3 A ,   4 A   &   5",DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-5,",SIAP DENGAN: CCC PENUH,362-5/04-2015/01484(P),04 Apr 2014,03 Apr 2015,"RM 148,000.00",0mps,2,0,0,0,68,17,"622,800.00","1,130,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.716360, 103.892370""]",,https://teduh.kpkt.gov.my/project-swasta/362-5,"23, 9, 0"
1078,"3 6 2 - 5 - T A M A N   D A I M A N   J A Y A   Z O N E   3 A ,   4 A   &   5",DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-5,",SIAP DENGAN: CCC PENUH,362-5/04-2015/01484(P),04 Apr 2014,03 Apr 2015,"RM 148,000.00",0mps,1,0,0,0,80,0,"172,000.00","312,345.00",100.00,SIAP DENGAN: CFO PENUH,"[""1.716360, 103.892370""]",,https://teduh.kpkt.gov.my/project-swasta/362-5,"23, 9, 0"
1079,"3 6 2 - 5 - T A M A N   D A I M A N   J A Y A   Z O N E   3 A ,   4 A   &   5",DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-5,",SIAP DENGAN: CCC PENUH,362-5/04-2015/01484(P),04 Apr 2014,03 Apr 2015,"RM 148,000.00",0mps,2,0,0,0,80,3,"402,000.00","708,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.716360, 103.892370""]",,https://teduh.kpkt.gov.my/project-swasta/362-5,"23, 9, 0"
1080,3 6 2 - 6 - T A M A N   D A I M A N   J A Y A,DAIMAN DEVELOPMENT BHD.,362,362/10-2027/1460(A),01 Nov 2022,31 Oct 2027,072255888,daiman@daiman.com.my,daiman.com.my,"362-6,",SIAP DENGAN: CCC PENUH,362-6/09-2018/02444(P),27 Sep 2017,26 Sep 2018,"RM 579,800.00",222mps - 289mps,2,0,0,289,8,3,"800,800.00","1,125,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.713239, 103.893893""]",,https://teduh.kpkt.gov.my/project-swasta/362-6,"24, 9, 0"
